date,生猪,白萝卜,白条鸡,白条猪,大黄花鱼,豆粕,牛肉,农产品批发价格200指数,羊肉,玉米,进口量(吨),出口量(吨),进口金额(万美元),出口金额(万美元),原始生猪
8/14/2016,18.13951042,1.524104326,14.73474645,24.52045642,42.63952457,3124.974549,53.21870604,104.7167645,45.10847982,1732.580247,64371.11754,6568.363402,12099.05564,2449.818925,18.80857143
8/21/2016,18.08828299,1.520752277,14.70977174,24.46554831,42.66159001,3132.605597,53.22303816,104.552709,45.11040853,1731.007408,64211.20029,6571.106251,12051.35216,2451.624087,18.74285714
8/28/2016,18.03684072,1.517365108,14.6848206,24.41045079,42.68367515,3140.175414,53.22745754,104.3885286,45.11278078,1729.445283,64050.52186,6573.901577,12003.55517,2453.426897,18.69428571
9/4/2016,17.98515705,1.513942086,14.65988616,24.35514493,42.70577076,3147.685688,53.23197341,104.2241463,45.11559442,1727.894742,63889.02251,6576.751225,11955.64568,2455.22989,18.68285714
9/11/2016,17.93320075,1.510482562,14.63495976,24.29960851,42.7278659,3155.138278,53.23659558,104.0594806,45.11884372,1726.356711,63726.60487,6579.656949,11907.59624,2457.035728,18.67571429
9/18/2016,17.8809349,1.506985896,14.61003067,24.24381517,42.74994787,3162.535222,53.24133447,103.8944425,45.12251903,1724.832163,63563.13304,6582.620626,11859.37111,2458.84723,18.45857143
9/25/2016,17.82831554,1.503451347,14.5850854,24.18773331,42.77200205,3169.878677,53.24620125,103.7289343,45.12660634,1723.322117,63398.42258,6585.644396,11810.92429,2460.667384,18.15142857
10/2/2016,17.77528972,1.499877925,14.5601072,24.13132464,42.79401088,3177.170774,53.25120817,103.5628481,45.1310874,1721.827674,63232.22191,6588.730879,11762.19598,2462.499355,17.46285714
10/9/2016,17.72179269,1.496264165,14.53507502,24.07454219,42.81595344,3184.413321,53.25636919,103.3960654,45.13593987,1720.350146,63064.18495,6591.883628,11713.10742,2464.346524,17.13714286
10/16/2016,17.66774366,1.492607866,14.509962,24.01732731,42.83780543,3191.607238,53.26170109,103.2284591,45.14113803,1718.891225,62893.83289,6595.108065,11663.55429,2466.212588,16.44571429
10/23/2016,17.61303928,1.488905726,14.48473338,23.95960495,42.85953777,3198.751529,53.26722567,103.0598982,45.14665471,1717.453168,62720.48879,6598.41298,11613.39496,2468.10163,16.10142857
10/30/2016,17.55754388,1.485152816,14.4593434,23.90127648,42.88111405,3205.841496,53.27297195,102.8902603,45.15246545,1716.039043,62543.17312,6601.812555,11562.43156,2470.017992,16.40285714
11/6/2016,17.50107502,1.481341801,14.4337315,23.84220873,42.90248566,3212.865757,53.27898018,102.719456,45.15855635,1714.653076,62360.44584,6605.329256,11510.38175,2471.965893,16.71714286
11/13/2016,17.44338298,1.477461995,14.40781763,23.78221848,42.92358507,3219.801412,53.28530682,102.5474768,45.16493645,1713.301098,62170.18017,6608.997901,11456.83829,2473.94861,16.87142857
11/20/2016,17.38412547,1.473498423,14.38149817,23.72105403,42.94431522,3226.606854,53.29203056,102.3744781,45.17165625,1711.991043,61969.26828,6612.870829,11401.21644,2475.966902,16.95285714
11/27/2016,17.32284666,1.469431909,14.35464493,23.65837941,42.96453625,3233.212428,53.29925862,102.2009227,45.17883148,1710.733324,61753.28895,6617.022406,11342.69629,2478.016151,16.95571429
12/4/2016,17.25897992,1.465242174,14.32711344,23.5937771,42.9840498,3239.511434,53.30712879,102.0277997,45.1866649,1709.540567,61516.29429,6621.54908,11280.18837,2480.081903,17.12714286
12/11/2016,17.19191849,1.460917584,14.29877201,23.5268045,43.00258776,3245.359576,53.31579612,101.8569058,45.19544004,1708.425542,61251.11006,6626.556116,11212.3938,2482.134173,17.37857143
12/18/2016,17.12123364,1.456477129,14.26956797,23.45716787,43.01982311,3250.601926,53.32538461,101.6910829,45.20542773,1707.395327,60950.92922,6632.114288,11138.09653,2484.122951,17.52571429
12/25/2016,17.04060946,1.452791655,14.24517346,23.3756469,43.03182517,3250.10354,53.33911766,101.5863897,45.24207284,1706.899024,60556.37726,6639.220484,11049.65103,2484.002115,17.42285714
1/1/2017,16.9592743,1.449303863,14.22152714,23.29298017,43.04300311,3249.075371,53.35325673,101.4892137,45.28170453,1706.465499,60156.07711,6646.460084,10960.59298,2483.644305,17.58
1/8/2017,16.87750248,1.446012345,14.19870977,23.20937574,43.05340412,3247.536535,53.36777048,101.399631,45.32441334,1706.087765,59752.44671,6653.81946,10871.40424,2483.05073,18.16142857
1/15/2017,16.79556641,1.442909098,14.1767962,23.12504357,43.06309691,3245.506944,53.38263709,101.3175448,45.37029426,1705.75881,59347.96586,6661.29353,10782.57718,2482.224897,18.24571429
1/22/2017,16.7137336,1.439981564,14.15585442,23.04019315,43.07216271,3243.008016,53.39784228,101.2426789,45.41943976,1705.471841,58945.15827,6668.893269,10694.61234,2481.174567,18.11
1/29/2017,16.63226549,1.437215574,14.13594399,22.95503354,43.08068048,3240.064333,53.41336789,101.1746168,45.47193505,1705.220419,58546.57211,6676.665573,10608.01378,2479.917986,18.07142857
2/5/2017,16.55140381,1.434598187,14.11711432,22.86976933,43.08872416,3236.704055,53.4291923,101.1128673,45.52786025,1704.999007,58154.60635,6684.641306,10523.24303,2478.473978,18.04428571
2/12/2017,16.47135899,1.432119148,14.09940775,22.78459744,43.09635482,3232.959304,53.44529857,101.0568925,45.58729266,1704.803483,57771.41617,6692.825511,10440.69931,2476.859959,17.48714286
2/19/2017,16.39231423,1.429769764,14.08286192,22.69970266,43.10363306,3228.865731,53.46167401,101.0060843,45.65029646,1704.632024,57398.82808,6701.20118,10360.7072,2475.092548,17.02428571
2/26/2017,16.31442196,1.427540686,14.06750794,22.61525108,43.11062057,3224.461943,53.47831218,100.9597511,45.71692037,1704.485593,57038.28275,6709.738614,10283.51135,2473.189276,16.97285714
3/5/2017,16.23780163,1.425421002,14.0533713,22.53138111,43.1173755,3219.788617,53.49521479,100.9171463,45.78720079,1704.367818,56690.84315,6718.417895,10209.29228,2471.172981,16.65
3/12/2017,16.16253641,1.423400149,14.04047638,22.44820325,43.12396203,3214.887485,53.51239966,100.8775586,45.86116509,1704.284908,56357.24622,6727.232219,10138.18149,2469.071511,16.28642857
3/19/2017,16.08867187,1.421470663,14.02885593,22.36580804,43.13045821,3209.800595,53.52991858,100.8404142,45.93884614,1704.245243,56037.95567,6736.186754,10070.27054,2466.916501,15.85357143
3/26/2017,16.01622316,1.419629626,14.01854906,22.284272,43.13694972,3204.569495,53.54784637,100.8052898,46.02028225,1704.258744,55733.20575,6745.29415,10005.6168,2464.741447,15.97571429
4/2/2017,15.94516588,1.417878561,14.00959217,22.20365283,43.14352824,3199.235033,53.56627125,100.7718771,46.10551425,1704.336681,55443.1598,6754.559366,9944.265995,2462.576863,16.00142857
4/9/2017,15.87542683,1.416222628,14.00201352,22.12398148,43.15028069,3193.83779,53.58529112,100.7399502,46.19457863,1704.491481,55167.9052,6763.977137,9886.243843,2460.449439,15.85285714
4/16/2017,15.80687919,1.414669292,13.99582963,22.04525384,43.15728034,3188.417622,53.60501033,100.7093342,46.28750697,1704.736758,54907.42424,6773.530812,9831.547511,2458.381304,15.67857143
4/23/2017,15.73934411,1.413227883,13.99104777,21.96742658,43.16457068,3183.012481,53.62554122,100.6798933,46.38432492,1705.086875,54661.55697,6783.193438,9780.137128,2456.389597,15.3
4/30/2017,15.67260654,1.411908431,13.98766913,21.89042257,43.17215694,3177.65722,53.64700595,100.6515155,46.48505161,1705.556033,54429.9576,6792.932032,9731.927539,2454.485984,14.94428571
5/7/2017,15.60643527,1.41072059,13.98569058,21.81413991,43.1800096,3172.382887,53.66953877,100.6241176,46.58969816,1706.157595,54212.05325,6802.707281,9686.784842,2452.675767,14.80714286
5/14/2017,15.54059589,1.409674005,13.98510241,21.7384607,43.18807262,3167.216712,53.6932797,100.597678,46.69826312,1706.903433,54007.05795,6812.475745,9644.530463,2450.95845,14.35
5/21/2017,15.47485735,1.408778797,13.98588414,21.66325303,43.19627306,3162.181616,53.71836382,100.572253,46.81072669,1707.803555,53813.95985,6822.192385,9604.938018,2449.32821,13.97428571
5/28/2017,15.40899723,1.408045912,13.98800172,21.58837287,43.20452728,3157.295524,53.74491985,100.5479709,46.92705017,1708.865909,53631.49014,6831.811374,9567.725699,2447.773723,13.66
6/4/2017,15.34280796,1.407487128,13.99140695,21.51366761,43.21274354,3152.571108,53.77306612,100.5250173,47.04717299,1710.096359,53458.18903,6841.2875,9532.570706,2446.278368,13.11928571
6/11/2017,15.2761084,1.407114762,13.99604257,21.43898753,43.22081641,3148.016573,53.80291187,100.5036178,47.17101499,1711.498574,53292.48705,6850.577529,9499.12654,2444.821398,13.26857143
6/18/2017,15.20875518,1.406941171,14.00184779,21.36419941,43.22862332,3143.636385,53.83455633,100.4840263,47.29848041,1713.074122,53132.79048,6859.641507,9467.040586,2443.379293,13.79428571
6/25/2017,15.14065228,1.406978863,14.00876238,21.2891995,43.23602912,3139.432081,53.8680833,100.4665377,47.42945842,1714.822629,52977.53334,6868.445453,9435.963624,2441.927593,13.75
7/2/2017,15.0717518,1.407241227,14.01672981,21.21392089,43.24290419,3135.403506,53.90355739,100.4515035,47.56382256,1716.742045,52825.197,6876.966662,9405.54975,2440.445236,13.91428571
7/9/2017,15.00204695,1.407743422,14.02570145,21.13833332,43.24913465,3131.54997,53.94102587,100.439331,47.70142794,1718.828752,52674.34109,6885.190166,9375.46318,2438.913955,14.00142857
7/16/2017,14.93156713,1.408502071,14.03563602,21.0624403,43.25462824,3127.8704,53.98051724,100.430462,47.842107,1721.077551,52523.63068,6893.10469,9345.387591,2437.317554,14.05857143
7/23/2017,14.86037421,1.409533454,14.04649848,20.98627303,43.25931352,3124.363678,54.02203977,100.4253329,47.98567243,1723.481663,52371.86407,6900.702511,9315.035202,2435.641881,13.94142857
7/30/2017,14.78855745,1.410851371,14.05825856,20.9098834,43.26314353,3121.029052,54.06558174,100.4243458,48.13192351,1726.032442,52217.96208,6907.993927,9284.146261,2433.878005,13.89285714
8/6/2017,14.71622983,1.412465528,14.07089153,20.83334034,43.26608666,3117.86641,54.11111371,100.4278555,48.28064847,1728.719432,52060.96328,6915.01654,9252.488929,2432.024685,14.20142857
8/13/2017,14.64353033,1.414381471,14.08437737,20.75673122,43.26812353,3114.876404,54.15859112,100.4361623,48.4316278,1731.530547,51900.07405,6921.831295,9219.871642,2430.087547,14.55428571
8/20/2017,14.57062368,1.416600854,14.09869746,20.68016174,43.26924094,3112.060557,54.20795694,100.4495135,48.58463468,1734.452445,51734.7381,6928.515084,9186.160326,2428.077496,14.48571429
8/27/2017,14.49770716,1.419122191,14.11383457,20.60376127,43.26943344,3109.421479,54.25914204,100.4681022,48.73944132,1737.471215,51564.69702,6935.146275,9151.29312,2426.007436,14.70285714
9/3/2017,14.42501346,1.421941617,14.12977082,20.52768774,43.2687053,3106.963235,54.31206542,100.4920703,48.89582039,1740.573014,51390.02212,6941.766713,9115.288044,2423.883898,14.71285714
9/10/2017,14.35280474,1.425053809,14.14648693,20.45213011,43.26706586,3104.691961,54.36663729,100.5215175,49.05355618,1743.744595,51211.10362,6948.38104,9078.2402,2421.707124,14.82428571
9/17/2017,14.28136431,1.428452412,14.16395919,20.37730302,43.26454168,3102.616504,54.42276126,100.5565177,49.21244508,1746.973613,51028.61914,6954.96664,9040.31324,2419.473559,14.67714286
9/24/2017,14.21098226,1.432130292,14.1821586,20.30343541,43.26118285,3100.748532,54.48033688,100.5971348,49.37229408,1750.248199,50843.51829,6961.484905,9001.733999,2417.178273,14.56142857
10/1/2017,14.14194463,1.436078928,14.20105097,20.23075783,43.25705965,3099.102368,54.53925956,100.643411,49.53292118,1753.556421,50656.98587,6967.897625,8962.778543,2414.817555,14.38857143
10/8/2017,14.07453218,1.440286452,14.22059709,20.15949243,43.25226476,3097.694399,54.59941538,100.6953577,49.69415276,1756.885948,50470.38972,6974.16943,8923.757464,2412.388903,14.34285714
10/15/2017,14.00901526,1.444736642,14.24075393,20.08984809,43.24691332,3096.542298,54.66068521,100.7529664,49.85582484,1760.224182,50285.22885,6980.268366,8885.002501,2409.890952,14.24857143
10/22/2017,13.9456465,1.449407918,14.26147648,20.02201976,43.24114461,3095.664029,54.72294456,100.8162052,50.01777969,1763.558765,50103.09737,6986.167368,8846.857733,2407.323774,14.19285714
10/29/2017,13.88466043,1.454273131,14.28271904,19.95619233,43.23512235,3095.077472,54.78607139,100.8850163,50.17986668,1766.877976,49925.63525,6991.846911,8809.669126,2404.689692,14.30285714
11/5/2017,13.82627676,1.45930011,14.30443631,19.89253981,43.22903355,3094.800817,54.84995741,100.9593005,50.34194691,1770.171108,49754.40379,6997.299413,8773.765356,2401.994098,14.25571429
11/12/2017,13.77069311,1.464451863,14.32658145,19.83121637,43.22307706,3094.85315,54.91450851,101.0388772,50.50389476,1773.428879,49590.83037,7002.5292,8739.447992,2399.245399,14.26428571
11/19/2017,13.71807101,1.469687278,14.34910353,19.77234118,43.21745011,3095.254954,54.97964273,101.1234577,50.6655959,1776.643783,49436.16569,7007.550003,8706.983434,2396.454337,14.29428571
11/26/2017,13.66851524,1.474961596,14.37194259,19.71597838,43.21234962,3096.027039,55.04528899,101.2126305,50.82695147,1779.810213,49291.43594,7012.38168,8676.589288,2393.632912,14.36
12/3/2017,13.6220467,1.480226715,14.39502874,19.66213106,43.20797296,3097.188527,55.1113853,101.3058532,50.98788369,1782.924596,49157.37642,7017.043439,8648.408424,2390.792209,14.58
12/10/2017,13.57862051,1.485432104,14.41827965,19.61074986,43.20451481,3098.754469,55.1778846,101.4024607,51.14834393,1785.985624,49034.42504,7021.556768,8622.513257,2387.944311,14.99571429
12/17/2017,13.53814063,1.490525765,14.44160074,19.56174358,43.20215817,3100.733783,55.24475412,101.501681,51.30831705,1788.994415,48922.69482,7025.948953,8598.905468,2385.104407,15.05428571
12/24/2017,13.50046695,1.495455565,14.4648895,19.51499533,43.20106019,3103.128934,55.31197412,101.6026705,51.46781943,1791.95461,48821.95663,7030.249741,8577.514943,2382.289771,15.01857143
12/31/2017,13.46543299,1.500172415,14.48804987,19.47038342,43.20133084,3105.938442,55.37953777,101.7046006,51.626887,1794.871741,48731.67731,7034.472924,8558.204044,2379.51139,14.98857143
1/7/2018,13.43284893,1.50463196,14.51099811,19.42778143,43.20302945,3109.157175,55.44745081,101.8067203,51.78556754,1797.752682,48650.97816,7038.623915,8540.755851,2376.77491,15.07142857
1/14/2018,13.40250086,1.508794792,14.53366593,19.38705637,43.20617413,3112.775023,55.51573367,101.9084037,51.94391451,1800.605391,48578.63316,7042.696286,8524.87822,2374.080254,15.26571429
1/21/2018,13.37415339,1.51262734,14.55600403,19.34807449,43.21075275,3116.776204,55.58442796,102.0091812,52.10199299,1803.438551,48513.11052,7046.681,8510.220278,2371.424232,15.15714286
1/28/2018,13.34755556,1.516103757,14.57799379,19.31070615,43.21674105,3121.139416,55.65360539,102.1087525,52.25987723,1806.261297,48452.68229,7050.575062,8496.395645,2368.804746,14.99428571
2/4/2018,13.32244584,1.519206573,14.59964423,19.27481857,43.22410019,3125.838358,55.72336427,102.2069431,52.41764617,1809.082787,48395.74362,7054.378604,8483.033201,2366.225177,14.61142857
2/11/2018,13.29855444,1.521925492,14.62097395,19.24025648,43.2327797,3130.841505,55.79380239,102.3036465,52.57537356,1811.911655,48340.92255,7058.092423,8469.797328,2363.69318,13.80714286
2/18/2018,13.27559449,1.524255133,14.64200088,19.20683218,43.24270248,3136.112172,55.86500272,102.3988023,52.73312487,1814.755111,48287.14889,7061.712899,8456.401351,2361.217287,13.32857143
2/25/2018,13.25326586,1.526192959,14.66273854,19.17432684,43.25376315,3141.608938,55.93703617,102.4923978,52.89095521,1817.618319,48233.65316,7065.221972,8442.612064,2358.801993,13.42142857
3/4/2018,13.23127348,1.527737121,14.68319836,19.14250077,43.26584017,3147.286276,56.00997148,102.5844881,53.04891214,1820.504438,48179.75322,7068.556347,8428.225066,2356.436672,12.05285714
3/11/2018,13.20934269,1.52888802,14.70339837,19.11110989,43.27878833,3153.09569,56.08389443,102.6751897,53.20705109,1823.414586,48124.83155,7071.606912,8413.066085,2354.094033,11.59142857
3/18/2018,13.18722475,1.52964967,14.72335847,19.07991212,43.29242859,3158.987085,56.15888175,102.764631,53.36542087,1826.34765,48068.33842,7074.229009,8396.990237,2351.732685,11.30714286
3/25/2018,13.16469891,1.530030127,14.74309766,19.04867504,43.30655905,3164.909523,56.23499324,102.8529305,53.524049,1829.300504,48009.77729,7076.25662,8379.87324,2349.301081,10.72
4/1/2018,13.14159263,1.530041736,14.76263864,19.01719819,43.32097221,3170.811512,56.31227222,102.9402143,53.68293461,1832.268108,47948.56982,7077.532654,8361.571452,2346.746494,10.70142857
4/8/2018,13.11780494,1.529699997,14.78200887,18.98533309,43.33547059,3176.640784,56.39074456,103.0266412,53.84204051,1835.2437,47884.01917,7077.917233,8341.912191,2344.01779,10.83714286
4/15/2018,13.09332433,1.529023412,14.80124116,18.95300366,43.34987446,3182.344206,56.47041504,103.1124281,54.00128742,1838.218929,47815.39648,7077.290162,8320.715912,2341.06689,10.63428571
4/22/2018,13.06822767,1.52803381,14.82037131,18.9202168,43.36402609,3187.869122,56.5512643,103.1978665,54.16056002,1841.184412,47742.01715,7075.55323,8297.814583,2337.850117,10.57142857
4/29/2018,13.04267229,1.526756555,14.83943226,18.88705679,43.37779286,3193.164608,56.63324535,103.2833264,54.31970947,1844.130584,47663.27902,7072.628087,8273.06142,2334.328215,10.49285714
5/6/2018,13.01688959,1.525220267,14.85845297,18.8536813,43.39105451,3198.182355,56.71628609,103.3692544,54.47856175,1847.047833,47578.7724,7068.456949,8246.360434,2330.466851,10.23142857
5/13/2018,12.99117427,1.523455617,14.87746281,18.8203172,43.40369523,3202.877899,56.80029398,103.4561484,54.63692919,1849.926733,47488.33627,7063.002745,8217.6792,2326.237745,10.23857143
5/20/2018,12.96586986,1.52149445,14.89649627,18.78725179,43.41560497,3207.211496,56.88516552,103.5445201,54.79462717,1852.758306,47392.09863,7056.248373,8187.056317,2321.620073,10.24071429
5/27/2018,12.94135249,1.51936982,14.91559671,18.75482314,43.4266881,3211.148828,56.97079217,103.6348678,54.95148556,1855.53408,47290.52879,7048.197159,8154.613955,2316.601956,10.69142857
6/3/2018,12.91800761,1.517116269,14.93481503,18.72340902,43.4368653,3214.661828,57.05706378,103.727673,55.10735279,1858.246049,47184.51153,7038.875851,8120.581659,2311.181918,11.31142857
6/10/2018,12.89622059,1.514770118,14.95420532,18.69341559,43.4460642,3217.727893,57.14386913,103.8234159,55.2620949,1860.886608,47075.28613,7028.332783,8085.283491,2305.368412,11.28571429
6/17/2018,12.87638178,1.512368986,14.97382194,18.66527212,43.45421012,3220.32965,57.23109482,103.922589,55.41559155,1863.448331,46964.36136,7016.632989,8049.11933,2299.178419,11.49285714
6/24/2018,12.85888426,1.509950664,14.99371979,18.63942348,43.46123294,3222.454978,57.3186297,104.0256843,55.56773899,1865.923991,46853.43456,7003.850137,8012.548704,2292.63508,11.48714286
7/1/2018,12.84411691,1.507551409,15.01395414,18.61632112,43.46706465,3224.096941,57.40637177,104.1331648,55.71845276,1868.30687,46744.30845,6990.045036,7976.079601,2285.759878,11.43
7/8/2018,12.83246215,1.505203732,15.03457553,18.59641711,43.47165589,3225.253827,57.49422825,104.2454314,55.86767338,1870.591219,46638.83554,6975.261807,7940.251154,2278.570521,11.62
7/15/2018,12.8242873,1.502934296,15.05562895,18.58015332,43.47497708,3225.929085,57.58211885,104.3628019,56.01537327,1872.772571,46538.90753,6959.525162,7905.624758,2271.080578,12.38714286
7/22/2018,12.81993595,1.50076325,15.07715137,18.56795579,43.47700973,3226.131028,57.66997916,104.4855146,56.16155602,1874.848008,46446.45421,6942.837948,7872.778112,2263.299341,12.43
7/29/2018,12.819718,1.498705045,15.09916924,18.56022948,43.47774273,3225.872046,57.75775894,104.6137467,56.30625644,1876.816287,46363.44459,6925.17667,7842.302828,2255.231481,12.92857143
8/5/2018,12.82389828,1.4967704,15.12169789,18.5573487,43.47718122,3225.16787,57.8454206,104.7476501,56.44953859,1878.677533,46291.87174,6906.494261,7814.803717,2246.878734,13.36571429
8/12/2018,12.83269194,1.494967863,15.14474585,18.55965065,43.4753571,3224.036717,57.93293918,104.887383,56.5914916,1880.433141,46233.68804,6886.728309,7790.878787,2238.241649,13.75
8/19/2018,12.84626906,1.493304602,15.16832131,18.56743344,43.47234132,3222.498847,58.0203029,105.0330992,56.73222707,1882.085666,46190.71248,6865.815194,7771.091078,2229.322418,13.95142857
8/26/2018,12.8647602,1.49178502,15.19243365,18.58095281,43.46822659,3220.576172,58.1075146,105.1849112,56.87186289,1883.638473,46164.5851,6843.698076,7755.9576,2220.126731,13.71857143
9/2/2018,12.88825834,1.490408267,15.21709451,18.60042303,43.46311787,3218.292085,58.1945917,105.3428634,57.01051607,1885.095246,46156.83291,6820.333754,7745.978533,2210.66626,13.72857143
9/9/2018,12.91682885,1.489167992,15.24231797,18.6260265,43.45713829,3215.671301,58.28156575,105.5069249,57.14829928,1886.45958,46168.84823,6795.692039,7741.629542,2200.957799,14.36857143
